agent,beam_pruned_move_count,beam_widths,beam_widths_used,branch_limit,candidate_evaluation_time_sec,candidate_sort_time_sec,category,completed_root_moves,config_id,cutoff_count,depth,depth_after,depth_before,depth_change_reason,depth_changed,effective_depth,elapsed_ratio,elapsed_time_sec,end_id,initial_depth,leaf_evaluation_time_sec,leaf_evaluations,legal_edge_count,legal_move_generation_time_sec,max_depth,nodes_searched,null_window_searches,ordering_evaluations,other_time_sec,position_id,profile,pruned_move_count,recovery_streak,recursive_ordering_time_sec,recursive_other_time_sec,remaining_word_count,research_count,research_rate,risk_level,root_candidate_count,root_completion_rate,root_ordering_time_sec,score,seed,selected_edge,selected_root_candidate_count,sequence_index,split,start_id,target_elapsed_ratio,target_time_sec,timed_out,turn,max_depth_fixed_move_agreement,max_depth_fixed_score_agreement
alpha_beta,0,,{},8,0.05461683450266719,0.004237946588546038,early,8,alpha_beta_d5_b8__conservative,275,5,4,5,elapsed_ratio_high,True,5,0.2747318330220878,0.2747318330220878,20,5,0.20113044884055853,1764,3622,0.0003214580938220024,6,2268,0,22664,2.920767292380333e-05,seed0_early_t0,conservative,20396,0,0.04929568083025515,0.014189995359629393,50000,0,0.0,normal,3622,1.0,0.009765042224898934,2361.0,0,20→20,8,0,tuning,20,1.0989273320883512,0.25,False,0,True,True
alpha_beta,0,,{},8,0.011997718829661608,0.000980579061433673,few_legal,8,alpha_beta_d5_b8__conservative,88,5,4,4,recovery_wait,False,4,0.04670891701243818,0.04670891701243818,63,5,0.03110307431779802,309,27,6.4999330788850784e-06,6,432,0,5125,1.6875332221388817e-05,seed0_few_legal_t8,conservative,4693,1,0.012941275490447879,0.0025552751030772924,76,0,0.0,normal,27,1.0,8.591683581471443e-05,-2341.0,0,20→63,8,1,tuning,20,0.1868356680497527,0.25,False,8,False,False
alpha_beta,0,,{},8,0.013290931703522801,0.001083296723663807,early_pruning,8,alpha_beta_d5_b8__conservative,98,5,4,4,recovery_wait,False,4,0.054647292010486126,0.054647292010486126,63,5,0.03722771420143545,375,58,8.750008419156075e-06,6,514,0,5691,1.550000160932541e-05,seed0_early_pruning_t17,conservative,5177,2,0.014262993820011616,0.00296925101429224,490,0,0.0,normal,58,1.0,0.00016308296471834183,-2301.0,0,28→63,8,2,tuning,28,0.2185891680419445,0.25,False,17,False,False
alpha_beta,0,,{},8,0.011421588715165854,0.0009381677955389023,middle,8,alpha_beta_d5_b8__conservative,90,5,5,4,recovered,True,4,0.03930491697974503,0.03930491697974503,63,5,0.02475879853591323,265,28,5.58304600417614e-06,6,382,0,4912,1.575099304318428e-05,seed0_middle_t27,conservative,4530,0,0.012314998544752598,0.0021209949627518654,111,0,0.0,normal,28,1.0,8.87908972799778e-05,-2211.0,0,63→63,8,3,tuning,63,0.15721966791898012,0.25,False,27,False,False
alpha_beta,0,,{},8,0.06168271438218653,0.00523366080597043,late,8,alpha_beta_d5_b8__conservative,411,5,4,5,elapsed_ratio_high,True,5,0.35881616710685194,0.35881616710685194,63,5,0.27212172630243003,2571,53,7.875030860304832e-06,6,3270,0,26754,1.6625970602035522e-05,seed0_late_t49,conservative,23484,0,0.06704030698165298,0.019484674790874124,790,0,0.0,normal,53,1.0,0.0001449580304324627,2191.0,0,11→63,8,4,tuning,11,1.4352646684274077,0.25,False,49,True,True
alpha_beta,0,,{},8,0.05221881903707981,0.003850481705740094,early,8,alpha_beta_d5_b8__conservative,265,5,4,5,elapsed_ratio_high,True,5,0.24669579090550542,0.24669579090550542,20,5,0.1773463566787541,1609,3603,0.00033129192888736725,6,2086,0,22009,2.995808608829975e-05,seed1_early_t0,conservative,19923,0,0.04674704070203006,0.012730352580547333,50000,0,0.0,normal,3603,1.0,0.009510790929198265,2349.0,1,20→20,8,0,tuning,20,0.9867831636220217,0.25,False,0,True,True
alpha_beta,0,,{},8,0.012276387074962258,0.000986078754067421,early_pruning,8,alpha_beta_d5_b8__conservative,89,5,4,4,recovery_wait,False,4,0.05117033305577934,0.05117033305577934,63,5,0.03509387606754899,349,63,1.0666903108358383e-05,6,476,0,5211,1.5957048162817955e-05,seed1_early_pruning_t75,conservative,4735,1,0.013136169873178005,0.002739496063441038,771,0,0.0,normal,63,1.0,0.00017416710034012794,-2229.0,1,2→63,8,1,tuning,2,0.20468133222311735,0.25,False,75,False,False
alpha_beta,0,,{},8,0.011012045899406075,0.0008931688498705626,few_legal,8,alpha_beta_d5_b8__conservative,83,5,4,4,recovery_wait,False,4,0.04247708385810256,0.04247708385810256,63,5,0.028138241497799754,284,23,5.00003807246685e-06,6,399,0,4723,1.608370803296566e-05,seed1_few_legal_t115,conservative,4324,2,0.011871408205479383,0.0023648084606975317,69,0,0.0,normal,23,1.0,8.154194802045822e-05,-2219.0,1,20→63,8,2,tuning,20,0.16990833543241024,0.25,False,115,False,False
alpha_beta,0,,{},8,0.01351764053106308,0.0011225836351513863,middle,8,alpha_beta_d5_b8__conservative,103,5,5,4,recovered,True,4,0.05636733304709196,0.05636733304709196,63,5,0.03851153468713164,394,64,8.250121027231216e-06,6,539,0,5870,1.4832941815257072e-05,seed1_middle_t120,conservative,5331,0,0.014528822153806686,0.00313443411141634,881,0,0.0,normal,64,1.0,0.00016945903189480305,-2229.0,1,9→63,8,3,tuning,9,0.22546933218836784,0.25,False,120,False,False
alpha_beta,0,,{},8,0.0531532964669168,0.005164712900295854,late,8,alpha_beta_d5_b8__conservative,271,5,4,5,elapsed_ratio_high,True,5,0.31412633298896253,0.31412633298896253,35,5,0.2373620008584112,1878,41,7.209135219454765e-06,6,2380,0,18844,2.4664681404829025e-05,seed1_late_t236,conservative,16464,0,0.05854948237538338,0.01805805880576372,90,0,0.0,normal,41,1.0,0.00012491713277995586,2229.0,1,35→35,8,4,tuning,35,1.2565053319558501,0.25,False,236,True,True
alpha_beta,0,,{},8,0.062215294456109405,0.005266954191029072,early,8,alpha_beta_d5_b8__standard,275,5,5,5,recovery_streak_reset,False,5,0.3219786249101162,0.3219786249101162,20,5,0.23621560540050268,1764,3622,0.0003282921388745308,7,2268,0,22664,3.120768815279007e-05,seed0_early_t0,standard,20396,0,0.05776539049111307,0.017583379289135337,50000,0,0.0,normal,3622,1.0,0.01005474990233779,2361.0,0,20→20,8,0,tuning,20,0.8049465622752905,0.4,False,0,True,True
alpha_beta,0,,{},8,0.046737620839849114,0.004003458423539996,few_legal,8,alpha_beta_d5_b8__standard,299,5,5,5,recovery_streak_reset,False,5,0.2816204591654241,0.2816204591654241,20,5,0.21566427894867957,1936,27,7.3339324444532394e-06,7,2475,0,20037,1.6876263543963432e-05,seed0_few_legal_t8,standard,17562,0,0.05086221802048385,0.01497158594429493,76,0,0.0,normal,27,1.0,9.816605597734451e-05,2341.0,0,20→20,8,1,tuning,20,0.7040511479135603,0.4,False,8,True,True
alpha_beta,0,,{},8,0.04586641234345734,0.0039718791376799345,early_pruning,8,alpha_beta_d5_b8__standard,278,5,5,5,recovery_streak_reset,False,5,0.26772662508301437,0.26772662508301437,20,5,0.20334232435561717,1797,58,2.4250010028481483e-05,7,2299,0,18702,3.658304922282696e-05,seed0_early_pruning_t17,standard,16403,0,0.04970820411108434,0.014263888588175178,490,0,0.0,normal,58,1.0,0.00035137496888637543,2301.0,0,28→20,8,2,tuning,28,0.6693165627075359,0.4,False,17,True,True
alpha_beta,0,,{},8,0.04614887782372534,0.0038822575006633997,middle,8,alpha_beta_d5_b8__standard,304,5,5,5,recovery_streak_reset,False,5,0.25292120804078877,0.25292120804078877,46,5,0.18929978320375085,1764,28,5.417037755250931e-06,7,2269,0,19569,1.6165897250175476e-05,seed0_middle_t27,standard,17300,0,0.050149257062003016,0.013359334785491228,111,0,0.0,normal,28,1.0,9.125005453824997e-05,2231.0,0,63→46,8,3,tuning,63,0.6323030201019719,0.4,False,27,True,True
alpha_beta,0,,{},8,0.06693179439753294,0.005983573850244284,late,8,alpha_beta_d5_b8__standard,411,5,4,5,elapsed_ratio_high,True,5,0.3790378749836236,0.3790378749836236,63,5,0.2845185047481209,2571,53,1.3208948075771332e-05,7,3270,0,26754,2.1707965061068535e-05,seed0_late_t49,standard,23484,0,0.07313002250157297,0.021190347848460078,790,0,0.0,normal,53,1.0,0.0001640829723328352,2191.0,0,11→63,8,4,tuning,11,0.9475946874590591,0.4,False,49,True,True
alpha_beta,0,,{},8,0.052143623819574714,0.003880819072946906,early,8,alpha_beta_d5_b8__standard,265,5,5,5,recovery_streak_reset,False,5,0.24678162508644164,0.24678162508644164,20,5,0.17749877693131566,1609,3603,0.00032299989834427834,7,2086,0,22009,2.954225055873394e-05,seed1_early_t0,standard,19923,0,0.04673947533592582,0.012729122769087553,50000,0,0.0,normal,3603,1.0,0.009461707901209593,2349.0,1,20→20,8,0,tuning,20,0.6169540627161041,0.4,False,0,True,True
alpha_beta,0,,{},8,0.04637999157421291,0.003865492530167103,early_pruning,8,alpha_beta_d5_b8__standard,307,5,5,5,recovery_streak_reset,False,5,0.22245495789684355,0.22245495789684355,24,5,0.15972982230596244,1485,63,1.1124880984425545e-05,7,1972,0,19248,1.8791062757372856e-05,seed1_early_pruning_t75,standard,17276,0,0.050284459022805095,0.012236968614161015,771,0,0.0,normal,63,1.0,0.00017379201017320156,2249.0,1,2→24,8,1,tuning,2,0.5561373947421089,0.4,False,75,True,True
alpha_beta,0,,{},8,0.048549065133556724,0.004531874554231763,few_legal,8,alpha_beta_d5_b8__standard,261,5,5,5,recovery_streak_reset,False,5,0.28867758298292756,0.28867758298292756,20,5,0.21823649085126817,1827,23,5.417037755250931e-06,7,2317,0,18251,1.6914913430809975e-05,seed1_few_legal_t115,standard,15934,0,0.05333201494067907,0.017003578366711736,69,0,0.0,normal,23,1.0,8.316687308251858e-05,2229.0,1,20→20,8,2,tuning,20,0.7216939574573189,0.4,False,115,True,True
alpha_beta,0,,{},8,0.04266828461550176,0.0035067074932157993,middle,8,alpha_beta_d5_b8__standard,273,5,5,5,recovery_streak_reset,False,5,0.23654995881952345,0.23654995881952345,35,5,0.17737865424714983,1669,64,8.00006091594696e-06,7,2148,0,18264,1.6167759895324707e-05,seed1_middle_t120,standard,16116,0,0.04618826089426875,0.01278270990587771,881,0,0.0,normal,64,1.0,0.00017616595141589642,2229.0,1,9→35,8,3,tuning,9,0.5913748970488086,0.4,False,120,True,True
alpha_beta,0,,{},8,0.045544669730588794,0.0038059810176491737,late,8,alpha_beta_d5_b8__standard,271,5,5,5,recovery_streak_reset,False,5,0.27099470794200897,0.27099470794200897,35,5,0.20722642447799444,1878,41,6.250105798244476e-06,7,2380,0,18844,1.6249949112534523e-05,seed1_late_t236,standard,16464,0,0.04943100083619356,0.014191407710313797,90,0,0.0,normal,41,1.0,0.00012337486259639263,2229.0,1,35→35,8,4,tuning,35,0.6774867698550224,0.4,False,236,True,True
alpha_beta,0,,{},8,0.06541201239451766,0.005845168372616172,early,8,alpha_beta_d5_b8__aggressive,275,5,5,5,recovery_wait,False,5,0.3588342082221061,0.3588342082221061,20,5,0.26726048602722585,1764,3622,0.0003525000065565109,7,2268,0,22664,3.091711550951004e-05,seed0_early_t0,aggressive,20396,1,0.0619048154912889,0.019483906449750066,50000,0,0.0,normal,3622,1.0,0.00980158313177526,2361.0,0,20→20,8,0,tuning,20,0.5980570137035102,0.6,False,0,True,True
alpha_beta,0,,{},8,0.04764218721538782,0.0040971951093524694,few_legal,8,alpha_beta_d5_b8__aggressive,299,5,6,5,recovered,True,5,0.2848984580487013,0.2848984580487013,20,5,0.21763632562942803,1936,27,7.6249707490205765e-06,7,2475,0,20037,1.6958219930529594e-05,seed0_few_legal_t8,aggressive,17562,0,0.051869169576093554,0.015271004755049944,76,0,0.0,normal,27,1.0,9.737489745020866e-05,2341.0,0,20→20,8,1,tuning,20,0.47483076341450214,0.6,False,8,True,True
alpha_beta,0,,{},8,0.16212445916607976,0.013612810289487243,early_pruning,8,alpha_beta_d5_b8__aggressive,1248,5,5,6,elapsed_ratio_high,True,6,0.6729392500128597,0.6729392500128597,63,5,0.459552729036659,4541,58,8.95909033715725e-06,7,6305,0,70134,1.5290919691324234e-05,seed0_early_pruning_t17,aggressive,63829,0,0.17624969454482198,0.03695520153269172,490,0,0.0,normal,58,1.0,0.00015737488865852356,-2281.0,0,28→63,8,2,tuning,28,1.1215654166880995,0.6,False,17,False,False
alpha_beta,0,,{},8,0.050826232181862,0.004771337611600757,middle,8,alpha_beta_d5_b8__aggressive,304,5,5,5,recovery_wait,False,5,0.27707775007002056,0.27707775007002056,46,5,0.2062695485074073,1764,28,1.4667166396975517e-05,7,2269,0,19569,2.7082860469818115e-05,seed0_middle_t27,aggressive,17300,1,0.055713284062221646,0.014801751356571913,111,0,0.0,normal,28,1.0,0.0002514161169528961,2231.0,0,63→46,8,3,tuning,63,0.46179625011670095,0.6,False,27,True,True
alpha_beta,0,,{},8,0.06444212491624057,0.005631254054605961,late,8,alpha_beta_d5_b8__aggressive,411,5,5,5,recovery_streak_reset,False,5,0.37273233314044774,0.37273233314044774,63,5,0.28210911131463945,2571,53,7.95791856944561e-06,7,3270,0,26754,1.6251113265752792e-05,seed0_late_t49,aggressive,23484,0,0.07024875027127564,0.020202804589644074,790,0,0.0,normal,53,1.0,0.0001474579330533743,2191.0,0,11→63,8,4,tuning,11,0.6212205552340796,0.6,False,49,True,True
alpha_beta,0,,{},8,0.06808222783729434,0.005795672303065658,early,8,alpha_beta_d5_b8__aggressive,265,5,5,5,recovery_wait,False,5,0.3403386671561748,0.3403386671561748,20,5,0.24611495225690305,1609,3603,0.00032516708597540855,7,2086,0,22009,3.5542063415050507e-05,seed1_early_t0,aggressive,19923,1,0.062466985546052456,0.01948252017609775,50000,0,0.0,normal,3603,1.0,0.011913500027731061,2349.0,1,20→20,8,0,tuning,20,0.567231111926958,0.6,False,0,True,True
alpha_beta,0,,{},8,0.04559015855193138,0.003806965658441186,early_pruning,8,alpha_beta_d5_b8__aggressive,307,5,6,5,recovered,True,5,0.21954095805995166,0.21954095805995166,24,5,0.15815054904669523,1485,63,1.0875053703784943e-05,7,1972,0,19248,1.766672357916832e-05,seed1_early_pruning_t75,aggressive,17276,0,0.049435930326581,0.011755895800888538,771,0,0.0,normal,63,1.0,0.00017004110850393772,2249.0,1,2→24,8,1,tuning,2,0.3659015967665861,0.6,False,75,True,True
alpha_beta,0,,{},8,0.1323012679349631,0.011322245001792908,few_legal,8,alpha_beta_d5_b8__aggressive,874,5,6,6,recovery_streak_reset,False,6,0.5140598330181092,0.5140598330181092,63,5,0.3397560049779713,3120,23,4.583969712257385e-06,7,4338,0,49046,1.741526648402214e-05,seed1_few_legal_t115,aggressive,44708,0,0.1442930018529296,0.02991111809387803,69,0,0.0,normal,23,1.0,7.770885713398457e-05,-2219.0,1,20→63,8,2,tuning,20,0.8567663883635154,0.6,False,115,False,False
alpha_beta,0,,{},8,0.18319117813371122,0.01586875761859119,middle,8,alpha_beta_d5_b8__aggressive,1311,5,5,6,elapsed_ratio_high,True,6,0.71589474985376,0.71589474985376,63,5,0.47496456233784556,4572,64,1.4415942132472992e-05,7,6392,0,72319,2.183392643928528e-05,seed1_middle_t120,aggressive,65927,0,0.19975685165263712,0.040893085999414325,881,0,0.0,normal,64,1.0,0.00024399999529123306,-2209.0,1,9→63,8,3,tuning,9,1.1931579164229333,0.6,False,120,False,False
alpha_beta,0,,{},8,0.05705455155111849,0.005958117311820388,late,8,alpha_beta_d5_b8__aggressive,271,5,5,5,recovery_wait,False,5,0.3457266672048718,0.3457266672048718,35,5,0.2625035815872252,1878,41,1.0499963536858559e-05,7,2380,0,18844,1.9167084246873856e-05,seed1_late_t236,aggressive,16464,1,0.06341214897111058,0.019640853628516197,90,0,0.0,normal,41,1.0,0.000140415970236063,2229.0,1,35→35,8,4,tuning,35,0.5762111120081197,0.6,False,236,True,True
beam_negamax,43784,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",,0.12178310588933527,0.008267479483038187,early,8,beam_negamax_d6_w8-6-4-2__fixed,0,6,6,6,adaptive_disabled,False,6,0.2817068330477923,0.2817068330477923,20,6,0.1334815751761198,1536,3622,0.00037416606210172176,6,2936,0,46720,4.0833139792084694e-05,seed0_early_t0,fixed,0,0,0.12002311320975423,0.01684210356324911,50000,0,0.0,normal,3622,1.0,0.010945041896775365,-2351.0,0,20→20,8,0,tuning,20,0.2817068330477923,1.0,False,0,True,True
beam_negamax,40333,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",,0.10371297015808523,0.006981204729527235,few_legal,8,beam_negamax_d6_w8-6-4-2__fixed,0,6,6,6,adaptive_disabled,False,6,0.2477441660594195,0.2477441660594195,63,6,0.12112784502096474,1536,27,6.334157660603523e-06,6,2936,0,43269,2.179015427827835e-05,seed0_few_legal_t8,fixed,0,0,0.11129988054744899,0.01519552432000637,76,0,0.0,normal,27,1.0,9.27918590605259e-05,-1582.0,0,20→63,8,1,tuning,20,0.2477441660594195,1.0,False,8,True,True
beam_negamax,40096,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",,0.11005840334109962,0.008866446558386087,early_pruning,8,beam_negamax_d6_w8-6-4-2__fixed,0,6,6,6,adaptive_disabled,False,6,0.26732037495821714,0.26732037495821714,63,6,0.13097858568653464,1536,58,8.667120710015297e-06,6,2936,0,43032,1.816684380173683e-05,seed0_early_pruning_t17,fixed,0,0,0.11955460626631975,0.016598141053691506,490,0,0.0,normal,58,1.0,0.00016220798715949059,-2271.0,0,28→63,8,2,tuning,28,0.26732037495821714,1.0,False,17,True,True
beam_negamax,40047,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",,0.10365092637948692,0.006971830502152443,middle,8,beam_negamax_d6_w8-6-4-2__fixed,0,6,6,6,adaptive_disabled,False,6,0.2477012500166893,0.2477012500166893,63,6,0.12139339814893901,1536,28,5.665933713316917e-06,6,2936,0,42983,1.8208986148238182e-05,seed0_middle_t27,fixed,0,0,0.11122762109152973,0.014961272943764925,111,0,0.0,normal,28,1.0,9.508291259407997e-05,-2181.0,0,63→63,8,3,tuning,63,0.2477012500166893,1.0,False,27,True,True
beam_negamax,39542,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",,0.10799072892405093,0.007076958427205682,late,8,beam_negamax_d6_w8-6-4-2__fixed,0,6,6,6,adaptive_disabled,False,6,0.25580554199405015,0.25580554199405015,63,6,0.12439203588292003,1536,53,8.832896128296852e-06,6,2936,0,42478,2.1084211766719818e-05,seed0_late_t49,fixed,0,0,0.11566064856015146,0.015571482479572296,790,0,0.0,normal,53,1.0,0.00015145796351134777,-2151.0,0,11→63,8,4,tuning,11,0.25580554199405015,1.0,False,49,True,True
beam_negamax,47484,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",,0.11967616784386337,0.0073125825729221106,early,8,beam_negamax_d6_w8-6-4-2__fixed,0,6,6,6,adaptive_disabled,False,6,0.2765650830697268,0.2765650830697268,20,6,0.13331412570551038,1536,3603,0.0003304579295217991,6,2936,0,50420,3.241724334657192e-05,seed1_early_t0,fixed,0,0,0.11810164246708155,0.015292314812541008,50000,0,0.0,normal,3603,1.0,0.009494124911725521,-2339.0,1,20→20,8,0,tuning,20,0.2765650830697268,1.0,False,0,True,True
beam_negamax,42503,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",,0.11021088273264468,0.006952763767912984,early_pruning,8,beam_negamax_d6_w8-6-4-2__fixed,0,6,6,6,adaptive_disabled,False,6,0.2641725419089198,0.2641725419089198,63,6,0.13100891723297536,1536,63,1.0833842679858208e-05,6,2936,0,45439,1.9458122551441193e-05,seed1_early_pruning_t75,fixed,0,0,0.11763390013948083,0.01532293250784278,771,0,0.0,normal,63,1.0,0.00017650006338953972,-2199.0,1,2→63,8,1,tuning,2,0.2641725419089198,1.0,False,75,True,True
beam_negamax,42220,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",,0.12785772467032075,0.00865821959450841,few_legal,8,beam_negamax_d6_w8-6-4-2__fixed,0,6,6,6,adaptive_disabled,False,6,0.30875545809976757,0.30875545809976757,63,6,0.15103607322089374,1536,23,5.334150046110153e-06,6,2936,0,45156,1.8998747691512108e-05,seed1_few_legal_t115,fixed,0,0,0.13744234410114586,0.020168082788586617,69,0,0.0,normal,23,1.0,8.462509140372276e-05,-2219.0,1,20→63,8,2,tuning,20,0.30875545809976757,1.0,False,115,True,True
beam_negamax,42174,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",,0.10651002102531493,0.006698957411572337,middle,8,beam_negamax_d6_w8-6-4-2__fixed,0,6,6,6,adaptive_disabled,False,6,0.2567530411761254,0.2567530411761254,63,6,0.12763206637464464,1536,64,8.707866072654724e-06,6,2936,0,45110,1.9292114302515984e-05,seed1_middle_t120,fixed,0,0,0.113686183700338,0.015232416102662683,881,0,0.0,normal,64,1.0,0.00017437501810491085,-2199.0,1,9→63,8,3,tuning,9,0.2567530411761254,1.0,False,120,True,True
beam_negamax,42181,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",,0.10606479342095554,0.006589223397895694,late,8,beam_negamax_d6_w8-6-4-2__fixed,0,6,6,6,adaptive_disabled,False,6,0.2542922499123961,0.2542922499123961,63,6,0.1259799781255424,1536,41,6.875023245811462e-06,6,2936,0,45117,1.8165912479162216e-05,seed1_late_t236,fixed,0,0,0.11312125599943101,0.015041890786960721,90,0,0.0,normal,41,1.0,0.00012408406473696232,-2199.0,1,35→63,8,4,tuning,35,0.2542922499123961,1.0,False,236,True,True
