config_id,agent,depth,branch_limit,beam_widths,profile,position_id,seed,split,category,turn,sequence_index,remaining_word_count,legal_edge_count,risk_level,selected_edge,start_id,end_id,score,elapsed_time_sec,timed_out,nodes_searched,leaf_evaluations,ordering_evaluations,root_candidate_count,selected_root_candidate_count,completed_root_moves,root_completion_rate,effective_depth,depth_before,depth_after,depth_changed,depth_change_reason,recovery_streak,cutoff_count,pruned_move_count,beam_pruned_move_count,null_window_searches,research_count,research_rate,beam_widths_used,legal_move_generation_time_sec,candidate_evaluation_time_sec,candidate_sort_time_sec,root_ordering_time_sec,recursive_ordering_time_sec,leaf_evaluation_time_sec,recursive_other_time_sec,other_time_sec,baseline_move_agreement,alpha_beta_reference_config,alpha_beta_move_agreement,alpha_beta_score_agreement,alpha_beta_reference_rank,alpha_beta_reference_retained_at_root
alpha_beta_d5_b12,alpha_beta,5,12,,fixed,seed1_late_t236,1,tuning,late,236,,4,3,danger,35→63,35,63,-999996.0,0.0026030829176306725,False,31,10,291,3,3,3,1.0,5,5,5,False,adaptive_disabled,0,14,253,0,0,0,0.0,{},5.125068128108978e-06,0.0017277935985475779,0.00020558270625770092,4.75000124424696e-05,0.0019114566966891289,0.0003058323636651039,0.00027283583767712116,6.033293902873993e-05,True,alpha_beta_d5_b12,True,True,,
alpha_beta_d5_b12,alpha_beta,5,12,,fixed,seed1_few_legal_t121,1,tuning,few_legal,121,,4,2,critical,20→2,20,2,648.5,0.2889682911336422,False,1215,882,7364,2,2,2,1.0,5,5,5,False,adaptive_disabled,0,262,6111,0,0,0,0.0,{},5.624955520033836e-06,0.06150412233546376,0.009257165482267737,3.8624973967671394e-05,0.07179523422382772,0.19846163969486952,0.01852620905265212,0.00014095823280513287,True,alpha_beta_d5_b12,True,True,,
alpha_beta_d5_b12,alpha_beta,5,12,,fixed,seed1_early_pruning_t75,1,tuning,early_pruning,75,,66,29,normal,2→58,2,58,787.0,1.0000686249695718,True,3575,2662,18349,29,12,3,0.25,5,5,5,False,adaptive_disabled,0,680,14626,0,0,0,0.0,{},1.4499993994832039e-05,0.15167790930718184,0.02620911947451532,0.0004800839815288782,0.18016223958693445,0.7609879996161908,0.05838267784565687,4.112394526600838e-05,False,alpha_beta_d5_b12,True,True,,
alpha_beta_d5_b16,alpha_beta,5,16,,fixed,seed0_early_t0,0,tuning,early,0,,5000,1686,normal,1→35,1,35,597.0,0.7836012500338256,False,2776,2299,10840,1686,16,16,1.0,5,5,5,False,adaptive_disabled,0,295,8006,0,0,0,0.0,{},0.0005188749637454748,0.1134619195945561,0.013917242409661412,0.015655582770705223,0.1133395975921303,0.6012451623100787,0.05269157397560775,0.0001504584215581417,True,alpha_beta_d5_b16,True,True,,
alpha_beta_d5_b16,alpha_beta,5,16,,fixed,seed0_middle_t27,0,tuning,middle,27,,2,2,critical,63→63,63,63,827.0,0.13375112507492304,False,463,336,1927,2,2,2,1.0,5,5,5,False,adaptive_disabled,0,50,1444,0,0,0,0.0,{},7.583992555737495e-06,0.017207374097779393,0.002300548367202282,7.366598583757877e-05,0.019691499415785074,0.1039070044644177,0.009972038213163614,9.933300316333771e-05,True,alpha_beta_d5_b16,True,True,,
alpha_beta_d5_b16,alpha_beta,5,16,,fixed,seed0_late_t49,0,tuning,late,49,,78,23,normal,11→28,11,28,999995.0,0.3920847908593714,False,1325,664,10785,23,16,16,1.0,5,5,5,False,adaptive_disabled,0,326,9440,0,0,0,0.0,{},2.5665853172540665e-05,0.1252818526700139,0.013496540253981948,0.0006942909676581621,0.1390897191595286,0.22307500964961946,0.029130646027624607,6.945920176804066e-05,True,alpha_beta_d5_b16,True,True,,
alpha_beta_d5_b16,alpha_beta,5,16,,fixed,seed0_few_legal_t6,0,tuning,few_legal,6,,2,2,critical,35→32,35,32,597.0,0.38150275009684265,False,1361,1031,8121,2,2,2,1.0,5,5,5,False,adaptive_disabled,0,260,6740,0,0,0,0.0,{},1.1875061318278313e-05,0.07810835842974484,0.011808251729235053,8.658412843942642e-05,0.09094737702980638,0.26645780517719686,0.023773859720677137,0.00022524897940456867,True,alpha_beta_d5_b16,True,True,,
alpha_beta_d5_b16,alpha_beta,5,16,,fixed,seed0_early_pruning_t17,0,tuning,early_pruning,17,,44,26,normal,28→59,28,59,797.0,1.0001408751122653,True,3156,2264,19605,26,16,11,0.6875,5,5,5,False,adaptive_disabled,0,665,16380,0,0,0,0.0,{},2.7374830096960068e-05,0.17455291328951716,0.028829014161601663,0.0005785410758107901,0.20622428273782134,0.7366849633399397,0.05656704609282315,5.866703577339649e-05,False,alpha_beta_d5_b16,True,True,,
alpha_beta_d5_b16,alpha_beta,5,16,,fixed,seed1_early_t0,1,tuning,early,0,,5000,1678,normal,13→35,13,35,758.5,1.0001079170033336,True,3438,2815,12276,1678,16,15,0.9375,5,5,5,False,adaptive_disabled,0,290,8586,0,0,0,0.0,{},0.001099291956052184,0.11127412063069642,0.020848713582381606,0.018945290939882398,0.11611109436489642,0.794416569173336,0.06945512839592993,8.05421732366085e-05,True,alpha_beta_d5_b16,True,True,,
alpha_beta_d5_b16,alpha_beta,5,16,,fixed,seed1_middle_t120,1,tuning,middle,120,,90,37,normal,9→14,9,14,738.0,1.0002089999616146,True,3245,2533,13445,37,16,10,0.625,5,5,5,False,adaptive_disabled,0,422,9970,0,0,0,0.0,{},2.2249994799494743e-05,0.13491264171898365,0.02625677385367453,0.0003590409178286791,0.1636975728906691,0.7580746735911816,0.07797075342386961,8.470914326608181e-05,False,alpha_beta_d5_b16,True,True,,
alpha_beta_d5_b16,alpha_beta,5,16,,fixed,seed1_late_t236,1,tuning,late,236,,4,3,danger,35→63,35,63,-999996.0,0.006179750198498368,False,39,14,382,3,3,3,1.0,5,5,5,False,adaptive_disabled,0,18,336,0,0,0,0.0,{},1.0417075827717781e-05,0.004153331276029348,0.00047729467041790485,7.941690273582935e-05,0.00461004045791924,0.0007835826836526394,0.0006339189130812883,6.23741652816534e-05,True,alpha_beta_d5_b16,True,True,,
alpha_beta_d5_b16,alpha_beta,5,16,,fixed,seed1_few_legal_t121,1,tuning,few_legal,121,,4,2,critical,20→2,20,2,648.5,0.384172375081107,False,1295,968,7978,2,2,2,1.0,5,5,5,False,adaptive_disabled,0,256,6634,0,0,0,0.0,{},8.082948625087738e-06,0.07792278798297048,0.013585715787485242,0.00016129203140735626,0.09264533291570842,0.26578256604261696,0.025352101074531674,0.00022300006821751595,True,alpha_beta_d5_b16,True,True,,
alpha_beta_d5_b16,alpha_beta,5,16,,fixed,seed1_early_pruning_t75,1,tuning,early_pruning,75,,66,29,normal,2→8,2,8,757.0,1.0001235420349985,True,2855,2159,15026,29,16,2,0.125,5,5,5,False,adaptive_disabled,0,518,12002,0,0,0,0.0,{},3.733299672603607e-05,0.14368508104234934,0.02679335162974894,0.0005507080350071192,0.17611598991788924,0.7664177741389722,0.05690890294499695,9.283400140702724e-05,False,alpha_beta_d5_b16,True,True,,
alpha_beta_d6_b8,alpha_beta,6,8,,fixed,seed0_early_t0,0,tuning,early,0,,5000,1686,normal,1→35,1,35,-597.0,0.6361155421473086,False,2498,1748,16918,1686,8,8,1.0,6,6,6,False,adaptive_disabled,0,566,14410,0,0,0,0.0,{},0.0009964171331375837,0.16004604008048773,0.022279830183833838,0.017278915969654918,0.16795932571403682,0.4041509642265737,0.04561491799540818,0.00011500110849738121,True,alpha_beta_d6_b8,True,True,,
alpha_beta_d6_b8,alpha_beta,6,8,,fixed,seed0_middle_t27,0,tuning,middle,27,,2,2,critical,63→63,63,63,-797.0,0.20753049990162253,False,865,572,5040,2,2,2,1.0,6,6,6,False,adaptive_disabled,0,186,4175,0,0,0,0.0,{},6.209127604961395e-06,0.047699873335659504,0.010726994136348367,5.3833937272429466e-05,0.05920812557451427,0.13071674085222185,0.017473341431468725,7.224897854030132e-05,True,alpha_beta_d6_b8,True,True,,
alpha_beta_d6_b8,alpha_beta,6,8,,fixed,seed0_late_t49,0,tuning,late,49,,78,23,normal,11→28,11,28,999995.0,0.3784326671157032,False,1149,420,10152,23,8,8,1.0,6,6,6,False,adaptive_disabled,0,369,9003,0,0,0,0.0,{},1.4791963621973991e-05,0.16431479644961655,0.023659447440877557,0.00023666699416935444,0.19005341525189579,0.1469421738293022,0.04110886878333986,7.675029337406158e-05,True,alpha_beta_d6_b8,True,True,,
alpha_beta_d6_b8,alpha_beta,6,8,,fixed,seed0_few_legal_t6,0,tuning,few_legal,6,,2,2,critical,35→54,35,54,-597.0,0.6325520828831941,False,2599,1937,12040,2,2,2,1.0,6,6,6,False,adaptive_disabled,0,440,9433,0,0,0,0.0,{},5.915993824601173e-06,0.10303148534148932,0.023180207470431924,4.695798270404339e-05,0.12881469237618148,0.4583550749812275,0.0450890245847404,0.00024041696451604366,False,alpha_beta_d6_b8,True,True,,
alpha_beta_d6_b8,alpha_beta,6,8,,fixed,seed0_early_pruning_t17,0,tuning,early_pruning,17,,44,26,normal,28→66,28,66,-807.5,0.6363270829897374,False,2107,1415,13005,26,8,8,1.0,6,6,6,False,adaptive_disabled,0,455,10894,0,0,0,0.0,{},4.3833162635564804e-05,0.1151502716820687,0.01733057899400592,0.0005345419049263,0.1345782030839473,0.4637848485726863,0.03730590734630823,7.974891923367977e-05,False,alpha_beta_d6_b8,True,True,,
alpha_beta_d6_b8,alpha_beta,6,8,,fixed,seed1_early_t0,1,tuning,early,0,,5000,1678,normal,13→35,13,35,-758.5,1.00018695788458,True,3728,2650,22155,1678,8,6,0.75,6,6,6,False,adaptive_disabled,0,831,18234,0,0,0,0.0,{},0.0004967919085174799,0.1955400330480188,0.026871836511418223,0.013765041017904878,0.21640484710223973,0.7050415405537933,0.06383573752827942,0.0006429997738450766,True,alpha_beta_d6_b8,True,True,,
alpha_beta_d6_b8,alpha_beta,6,8,,fixed,seed1_middle_t120,1,tuning,middle,120,,90,37,normal,9→20,9,20,-667.0,0.5667270408011973,False,2612,1661,17567,37,8,8,1.0,6,6,6,False,adaptive_disabled,0,703,14836,0,0,0,0.0,{},1.75421591848135e-05,0.14059119252488017,0.019038840429857373,0.0003008749336004257,0.16107957414351404,0.3624016570392996,0.04289143602363765,3.5956501960754395e-05,False,alpha_beta_d6_b8,True,True,,
alpha_beta_d6_b8,alpha_beta,6,8,,fixed,seed1_late_t236,1,tuning,late,236,,4,3,danger,35→63,35,63,-999996.0,0.0122681250795722,False,47,24,273,3,3,3,1.0,6,6,6,False,adaptive_disabled,0,10,216,0,0,0,0.0,{},6.041955202817917e-06,0.003892875276505947,0.00040025077760219574,4.683295264840126e-05,0.004309500800445676,0.0071104164235293865,0.000744332792237401,5.100015550851822e-05,True,alpha_beta_d6_b8,True,True,,
alpha_beta_d6_b8,alpha_beta,6,8,,fixed,seed1_few_legal_t121,1,tuning,few_legal,121,,4,2,critical,20→2,20,2,-738.0,0.6924329579342157,False,2672,1849,14811,2,2,2,1.0,6,6,6,False,adaptive_disabled,0,569,12047,0,0,0,0.0,{},5.749985575675964e-06,0.15771741745993495,0.02199557702988386,6.229197606444359e-05,0.18202129751443863,0.4582585166208446,0.051953310845419765,0.00013179099187254906,True,alpha_beta_d6_b8,True,True,,
alpha_beta_d6_b8,alpha_beta,6,8,,fixed,seed1_early_pruning_t75,1,tuning,early_pruning,75,,66,29,normal,2→8,2,8,-799.5,1.0000700829550624,True,3522,2489,18386,29,8,2,0.25,6,6,6,False,adaptive_disabled,0,698,14701,0,0,0,0.0,{},1.550000160932541e-05,0.1699371594004333,0.026737717678770423,0.00028466712683439255,0.19939488545060158,0.7381873556878418,0.062145591946318746,4.208274185657501e-05,False,alpha_beta_d6_b8,True,True,,
alpha_beta_d6_b12,alpha_beta,6,12,,fixed,seed0_early_t0,0,tuning,early,0,,5000,1686,normal,1→35,1,35,-597.0,1.0002004159614444,True,3030,2229,19093,1686,12,8,0.6666666666666666,6,6,6,False,adaptive_disabled,0,623,15990,0,0,0,0.0,{},0.000624542124569416,0.20312425936572254,0.025656005600467324,0.015862040920183063,0.21550999418832362,0.6920848111622036,0.07597494451329112,0.00014408305287361145,True,alpha_beta_d6_b12,True,True,,
alpha_beta_d6_b12,alpha_beta,6,12,,fixed,seed0_middle_t27,0,tuning,middle,27,,2,2,critical,63→63,63,63,-797.0,0.33669087500311434,False,1356,856,9873,2,2,2,1.0,6,6,6,False,adaptive_disabled,0,338,8509,0,0,0,0.0,{},1.1292053386569023e-05,0.10634821583516896,0.016773160314187407,8.341693319380283e-05,0.12422369047999382,0.19054142013192177,0.02176913945004344,6.191595457494259e-05,True,alpha_beta_d6_b12,True,True,,
alpha_beta_d6_b12,alpha_beta,6,12,,fixed,seed0_late_t49,0,tuning,late,49,,78,23,normal,11→28,11,28,999995.0,0.6482079999987036,False,2867,1133,27064,23,12,12,1.0,6,6,6,False,adaptive_disabled,0,926,24170,0,0,0,0.0,{},1.7625046893954277e-05,0.2667822316288948,0.033462373074144125,0.0003145828377455473,0.3025506930425763,0.29687624028883874,0.04840452549979091,4.4333282858133316e-05,True,alpha_beta_d6_b12,True,True,,
alpha_beta_d6_b12,alpha_beta,6,12,,fixed,seed0_few_legal_t6,0,tuning,few_legal,6,,2,2,critical,35→32,35,32,-619.0,0.8399394159205258,False,2768,2165,12170,2,2,2,1.0,6,6,6,False,adaptive_disabled,0,383,9370,0,0,0,0.0,{},8.082948625087738e-06,0.12367141130380332,0.01870655082166195,7.233303040266037e-05,0.1447648755274713,0.6354079970624298,0.05953266937285662,0.0001534579787403345,True,alpha_beta_d6_b12,True,True,,
alpha_beta_d6_b12,alpha_beta,6,12,,fixed,seed0_early_pruning_t17,0,tuning,early_pruning,17,,44,26,normal,28→66,28,66,-807.5,1.000102291116491,True,2565,1886,12645,26,12,2,0.16666666666666666,6,6,6,False,adaptive_disabled,0,395,10003,0,0,0,0.0,{},1.8666964024305344e-05,0.1369930065702647,0.023638088256120682,0.00030212500132620335,0.1631287094205618,0.773643827997148,0.06296058744192123,4.837429150938988e-05,False,alpha_beta_d6_b12,True,True,,
alpha_beta_d6_b12,alpha_beta,6,12,,fixed,seed1_early_t0,1,tuning,early,0,,5000,1678,normal,13→35,13,35,-758.5,1.0001353749539703,True,3296,2322,21977,1678,12,3,0.25,6,6,6,False,adaptive_disabled,0,778,18512,0,0,0,0.0,{},0.0006928341463208199,0.2163998067844659,0.03685048664920032,0.01789183309301734,0.24112388957291842,0.6754100671969354,0.06489662732928991,0.00012012361548841,True,alpha_beta_d6_b12,True,True,,
alpha_beta_d6_b12,alpha_beta,6,12,,fixed,seed1_middle_t120,1,tuning,middle,120,,90,37,normal,9→20,9,20,-648.5,1.0000616249162704,True,4282,2781,31964,37,12,8,0.6666666666666666,6,6,6,False,adaptive_disabled,0,1195,27442,0,0,0,0.0,{},2.0042061805725098e-05,0.26477652532048523,0.03442273219116032,0.0002686670050024986,0.3021890018135309,0.634846453787759,0.06270141946151853,3.6040786653757095e-05,False,alpha_beta_d6_b12,True,True,,
alpha_beta_d6_b12,alpha_beta,6,12,,fixed,seed1_late_t236,1,tuning,late,236,,4,3,danger,35→63,35,63,-999996.0,0.016017166897654533,False,66,35,344,3,3,3,1.0,6,6,6,False,adaptive_disabled,0,14,263,0,0,0,0.0,{},8.249888196587563e-06,0.003987042466178536,0.00039108097553253174,6.512505933642387e-05,0.004376626806333661,0.010403921362012625,0.001100451685488224,6.27920962870121e-05,True,alpha_beta_d6_b12,True,True,,
alpha_beta_d6_b12,alpha_beta,6,12,,fixed,seed1_few_legal_t121,1,tuning,few_legal,121,,4,2,critical,20→2,20,2,-1296.0,1.000288249924779,True,3347,2473,17656,2,2,0,0.0,6,6,6,False,adaptive_disabled,0,682,14208,0,0,0,0.0,{},1.1999858543276787e-05,0.23729859269224107,0.0273838194552809,6.962497718632221e-05,0.2694122225511819,0.6518110397737473,0.07875890471041203,0.00022445805370807648,True,alpha_beta_d6_b12,True,True,,
alpha_beta_d6_b12,alpha_beta,6,12,,fixed,seed1_early_pruning_t75,1,tuning,early_pruning,75,,66,29,normal,2→63,2,63,-999996.0,1.0001981249079108,True,3456,2525,18841,29,12,1,0.08333333333333333,6,6,6,False,adaptive_disabled,0,693,15221,0,0,0,0.0,{},1.5208031982183456e-05,0.15559188229963183,0.024318296927958727,0.0003869999200105667,0.18229891266673803,0.7638543262146413,0.053581011248752475,6.166682578623295e-05,False,alpha_beta_d6_b12,True,True,,
alpha_beta_d6_b16,alpha_beta,6,16,,fixed,seed0_early_t0,0,tuning,early,0,,5000,1686,normal,1→35,1,35,-597.0,1.0001949169673026,True,3668,2732,23313,1686,16,9,0.5625,6,6,6,False,adaptive_disabled,0,746,19535,0,0,0,0.0,{},0.00043124984949827194,0.20298079238273203,0.02936937939375639,0.017493291990831494,0.21837005577981472,0.6987238482106477,0.06501422100700438,0.00016225012950599194,True,alpha_beta_d6_b16,True,True,,
alpha_beta_d6_b16,alpha_beta,6,16,,fixed,seed0_middle_t27,0,tuning,middle,27,,2,2,critical,63→63,63,63,-797.0,0.3889197080861777,False,1628,1001,12790,2,2,2,1.0,6,6,6,False,adaptive_disabled,0,416,11134,0,0,0,0.0,{},1.254095695912838e-05,0.11581075401045382,0.019019123632460833,8.716690354049206e-05,0.1367371273227036,0.22288902546279132,0.029123263200744987,7.058423943817616e-05,True,alpha_beta_d6_b16,True,True,,
alpha_beta_d6_b16,alpha_beta,6,16,,fixed,seed0_late_t49,0,tuning,late,49,,78,23,normal,11→28,11,28,999995.0,0.8473235839046538,False,3633,1394,36116,23,16,16,1.0,6,6,6,False,adaptive_disabled,0,1185,32443,0,0,0,0.0,{},1.941714435815811e-05,0.3367040981538594,0.0444733533076942,0.00021812506020069122,0.38460717420093715,0.3913671039044857,0.07105388795025647,5.787564441561699e-05,True,alpha_beta_d6_b16,True,True,,
alpha_beta_d6_b16,alpha_beta,6,16,,fixed,seed0_few_legal_t6,0,tuning,few_legal,6,,2,2,critical,35→32,35,32,-619.0,1.000301833031699,True,3610,2908,14283,2,2,1,0.5,6,6,6,False,adaptive_disabled,0,423,10565,0,0,0,0.0,{},7.166992872953415e-06,0.1188090795185417,0.022266594925895333,4.291604273021221e-05,0.1439282950013876,0.7884606702718884,0.06765965954400599,0.00020312517881393433,True,alpha_beta_d6_b16,True,True,,
alpha_beta_d6_b16,alpha_beta,6,16,,fixed,seed0_early_pruning_t17,0,tuning,early_pruning,17,,44,26,normal,28→66,28,66,-807.5,1.0002312080468982,True,2842,2081,13686,26,16,2,0.125,6,6,6,False,adaptive_disabled,0,423,10729,0,0,0,0.0,{},1.89170241355896e-05,0.13614501361735165,0.022660001181066036,0.00027562491595745087,0.16136379027739167,0.7746508475393057,0.06384257017634809,7.945811375975609e-05,False,alpha_beta_d6_b16,True,True,,
